New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. See all condition definitions- opens in a new window or tab ... Read moreabout the condition	ebay.com	Condition
AKG	ebay.com	Brand
Does Not Apply	ebay.com	MPN
Open-air type	ebay.com	Earpiece Design
does not apply	ebay.com	UPC
open-air type	ebay.com	headphones_cup_type
(1kHz) 93dB SPL / mW	ebay.com	sensitivity
10Hz~39.8kHz	ebay.com	frequency_response
200mW	ebay.com	max_input_power
62O	ebay.com	impedance
Ear pads around the ear, removable, made of velor	ebay.com	headphones_cup_type
yes	ebay.com	3.5mm_jack
Cable detachable and out pieces	ebay.com	cables_included
298g (except cable)	ebay.com	weight
Straight (OFC), about 5m / Carl code (OFC), about 5m (EK500 S),Standard plug adapter (screw fixing, gold plating),Carrying pouch	ebay.com	included_accessories
akg k712 pro	ebay.com	Product Name
New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. See all condition definitions- opens in a new window or tab ... Read moreabout the condition	ebay.com	Condition
AKG	ebay.com	Brand
Does Not Apply	ebay.com	MPN
Open-air type	ebay.com	Earpiece Design
does not apply	ebay.com	UPC
open-air type	ebay.com	headphones_cup_type
(1kHz) 93dB SPL / mW	ebay.com	sensitivity
10Hz~39.8kHz	ebay.com	frequency_response
200mW	ebay.com	max_input_power
62O	ebay.com	impedance
Ear pads around the ear, removable, made of velor	ebay.com	headphones_cup_type
yes	ebay.com	3.5mm_jack
Cable detachable and out pieces	ebay.com	cables_included
298g (except cable)	ebay.com	weight
Straight (OFC), about 5m / Carl code (OFC), about 5m (EK500 S),Standard plug adapter (screw fixing, gold plating),Carrying pouch	ebay.com	included_accessories
akg k712 pro	ebay.com	Product Name
New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. See all condition definitions- opens in a new window or tab ... Read moreabout the condition	ebay.com	Condition
AKG	ebay.com	Brand
Does Not Apply	ebay.com	MPN
Open-air type	ebay.com	Earpiece Design
does not apply	ebay.com	UPC
open-air type	ebay.com	headphones_cup_type
(1kHz) 93dB SPL / mW	ebay.com	sensitivity
10Hz~39.8kHz	ebay.com	frequency_response
200mW	ebay.com	max_input_power
62O	ebay.com	impedance
Ear pads around the ear, removable, made of velor	ebay.com	headphones_cup_type
yes	ebay.com	3.5mm_jack
Cable detachable and out pieces	ebay.com	cables_included
298g (except cable)	ebay.com	weight
Straight (OFC), about 5m / Carl code (OFC), about 5m (EK500 S),Standard plug adapter (screw fixing, gold plating),Carrying pouch	ebay.com	included_accessories
akg k712 pro	ebay.com	Product Name
New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. See all condition definitions- opens in a new window or tab ... Read moreabout the condition	ebay.com	Condition
AKG	ebay.com	Brand
Does Not Apply	ebay.com	MPN
Open-air type	ebay.com	Earpiece Design
does not apply	ebay.com	UPC
open-air type	ebay.com	headphones_cup_type
(1kHz) 93dB SPL / mW	ebay.com	sensitivity
10Hz~39.8kHz	ebay.com	frequency_response
200mW	ebay.com	max_input_power
62O	ebay.com	impedance
Ear pads around the ear, removable, made of velor	ebay.com	headphones_cup_type
yes	ebay.com	3.5mm_jack
Cable detachable and out pieces	ebay.com	cables_included
298g (except cable)	ebay.com	weight
Straight (OFC), about 5m / Carl code (OFC), about 5m (EK500 S),Standard plug adapter (screw fixing, gold plating),Carrying pouch	ebay.com	included_accessories
akg k712 pro	ebay.com	Product Name
New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. See all condition definitions- opens in a new window or tab ... Read moreabout the condition	ebay.com	Condition
AKG	ebay.com	Brand
Does Not Apply	ebay.com	MPN
Open-air type	ebay.com	Earpiece Design
does not apply	ebay.com	UPC
open-air type	ebay.com	headphones_cup_type
(1kHz) 93dB SPL / mW	ebay.com	sensitivity
10Hz~39.8kHz	ebay.com	frequency_response
200mW	ebay.com	max_input_power
62O	ebay.com	impedance
Ear pads around the ear, removable, made of velor	ebay.com	headphones_cup_type
yes	ebay.com	3.5mm_jack
Cable detachable and out pieces	ebay.com	cables_included
298g (except cable)	ebay.com	weight
Straight (OFC), about 5m / Carl code (OFC), about 5m (EK500 S),Standard plug adapter (screw fixing, gold plating),Carrying pouch	ebay.com	included_accessories
akg k712 pro	ebay.com	Product Name
New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. See all condition definitions- opens in a new window or tab ... Read moreabout the condition	ebay.com	Condition
AKG	ebay.com	Brand
Does Not Apply	ebay.com	MPN
Open-air type	ebay.com	Earpiece Design
does not apply	ebay.com	UPC
open-air type	ebay.com	headphones_cup_type
(1kHz) 93dB SPL / mW	ebay.com	sensitivity
10Hz~39.8kHz	ebay.com	frequency_response
200mW	ebay.com	max_input_power
62O	ebay.com	impedance
Ear pads around the ear, removable, made of velor	ebay.com	headphones_cup_type
yes	ebay.com	3.5mm_jack
Cable detachable and out pieces	ebay.com	cables_included
298g (except cable)	ebay.com	weight
Straight (OFC), about 5m / Carl code (OFC), about 5m (EK500 S),Standard plug adapter (screw fixing, gold plating),Carrying pouch	ebay.com	included_accessories
akg k712 pro	ebay.com	Product Name
New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. See all condition definitions- opens in a new window or tab ... Read moreabout the condition	ebay.com	Condition
AKG	ebay.com	Brand
Does Not Apply	ebay.com	MPN
Open-air type	ebay.com	Earpiece Design
does not apply	ebay.com	UPC
open-air type	ebay.com	headphones_cup_type
(1kHz) 93dB SPL / mW	ebay.com	sensitivity
10Hz~39.8kHz	ebay.com	frequency_response
200mW	ebay.com	max_input_power
62O	ebay.com	impedance
Ear pads around the ear, removable, made of velor	ebay.com	headphones_cup_type
yes	ebay.com	3.5mm_jack
Cable detachable and out pieces	ebay.com	cables_included
298g (except cable)	ebay.com	weight
Straight (OFC), about 5m / Carl code (OFC), about 5m (EK500 S),Standard plug adapter (screw fixing, gold plating),Carrying pouch	ebay.com	included_accessories
akg k712 pro	ebay.com	Product Name
New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. See all condition definitions- opens in a new window or tab ... Read moreabout the condition	ebay.com	Condition
AKG	ebay.com	Brand
Does Not Apply	ebay.com	MPN
Open-air type	ebay.com	Earpiece Design
does not apply	ebay.com	UPC
open-air type	ebay.com	headphones_cup_type
(1kHz) 93dB SPL / mW	ebay.com	sensitivity
10Hz~39.8kHz	ebay.com	frequency_response
200mW	ebay.com	max_input_power
62O	ebay.com	impedance
Ear pads around the ear, removable, made of velor	ebay.com	headphones_cup_type
yes	ebay.com	3.5mm_jack
Cable detachable and out pieces	ebay.com	cables_included
298g (except cable)	ebay.com	weight
Straight (OFC), about 5m / Carl code (OFC), about 5m (EK500 S),Standard plug adapter (screw fixing, gold plating),Carrying pouch	ebay.com	included_accessories
akg k712 pro	ebay.com	Product Name
New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. See all condition definitions- opens in a new window or tab ... Read moreabout the condition	ebay.com	Condition
AKG	ebay.com	Brand
Does Not Apply	ebay.com	MPN
Open-air type	ebay.com	Earpiece Design
does not apply	ebay.com	UPC
open-air type	ebay.com	headphones_cup_type
(1kHz) 93dB SPL / mW	ebay.com	sensitivity
10Hz~39.8kHz	ebay.com	frequency_response
200mW	ebay.com	max_input_power
62O	ebay.com	impedance
Ear pads around the ear, removable, made of velor	ebay.com	headphones_cup_type
yes	ebay.com	3.5mm_jack
Cable detachable and out pieces	ebay.com	cables_included
298g (except cable)	ebay.com	weight
Straight (OFC), about 5m / Carl code (OFC), about 5m (EK500 S),Standard plug adapter (screw fixing, gold plating),Carrying pouch	ebay.com	included_accessories
akg k712 pro	ebay.com	Product Name
New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. See all condition definitions- opens in a new window or tab ... Read moreabout the condition	ebay.com	Condition
AKG	ebay.com	Brand
Does Not Apply	ebay.com	MPN
Open-air type	ebay.com	Earpiece Design
does not apply	ebay.com	upc
open-air type	ebay.com	headphones_cup_type
(1kHz) 93dB SPL / mW	ebay.com	sensitivity
10Hz~39.8kHz	ebay.com	frequency_response
200mW	ebay.com	max_input_power
62O	ebay.com	impedance
Ear pads around the ear, removable, made of velor	ebay.com	headphones_cup_type
yes	ebay.com	3.5mm_jack
Cable detachable and out pieces	ebay.com	cables_included
298g (except cable)	ebay.com	weight
Straight (OFC), about 5m / Carl code (OFC), about 5m (EK500 S),Standard plug adapter (screw fixing, gold plating),Carrying pouch	ebay.com	included_accessories
akg k712 pro	ebay.com	Product Name
New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. See all condition definitions- opens in a new window or tab ... Read moreabout the condition	ebay.com	Condition
AKG	ebay.com	Brand
Does Not Apply	ebay.com	MPN
Open-air type	ebay.com	Earpiece Design
does not apply	ebay.com	UPC
open-air type	ebay.com	headphones_cup_type
(1kHz) 93dB SPL / mW	ebay.com	sensitivity
10Hz~39.8kHz	ebay.com	frequency_response
200mW	ebay.com	max_input_power
62O	ebay.com	impedance
Ear pads around the ear, removable, made of velor	ebay.com	headphones_cup_type
yes	ebay.com	3.5mm_jack
Cable detachable and out pieces	ebay.com	cables_included
298g (except cable)	ebay.com	weight
Straight (OFC), about 5m / Carl code (OFC), about 5m (EK500 S),Standard plug adapter (screw fixing, gold plating),Carrying pouch	ebay.com	included_accessories
akg k712 pro	ebay.com	Product Name
New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. See all condition definitions- opens in a new window or tab ... Read moreabout the condition	ebay.com	Condition
AKG	ebay.com	Brand
Does Not Apply	ebay.com	MPN
Open-air type	ebay.com	Earpiece Design
does not apply	ebay.com	UPC
open-air type	ebay.com	headphones_cup_type
(1kHz) 93dB SPL / mW	ebay.com	sensitivity
10Hz~39.8kHz	ebay.com	frequency_response
200mW	ebay.com	max_input_power
62O	ebay.com	impedance
Ear pads around the ear, removable, made of velor	ebay.com	headphones_cup_type
yes	ebay.com	3.5mm_jack
Cable detachable and out pieces	ebay.com	cables_included
298g (except cable)	ebay.com	weight
Straight (OFC), about 5m / Carl code (OFC), about 5m (EK500 S),Standard plug adapter (screw fixing, gold plating),Carrying pouch	ebay.com	included_accessories
akg k712 pro	ebay.com	Product Name
New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. See all condition definitions- opens in a new window or tab ... Read moreabout the condition	ebay.com	Condition
AKG	ebay.com	Brand
Does Not Apply	ebay.com	MPN
Open-air type	ebay.com	Earpiece Design
does not apply	ebay.com	UPC
open-air type	ebay.com	headphones_cup_type
(1kHz) 93dB SPL / mW	ebay.com	sensitivity
10Hz~39.8kHz	ebay.com	frequency_response
200mW	ebay.com	max_input_power
62O	ebay.com	impedance
Ear pads around the ear, removable, made of velor	ebay.com	headphones_cup_type
yes	ebay.com	3.5mm_jack
Cable detachable and out pieces	ebay.com	cables_included
298g (except cable)	ebay.com	weight
Straight (OFC), about 5m / Carl code (OFC), about 5m (EK500 S),Standard plug adapter (screw fixing, gold plating),Carrying pouch	ebay.com	included_accessories
audio technica ath-m50x	ebay.com	Product Name
New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. See all condition definitions- opens in a new window or tab ... Read moreabout the condition	ebay.com	Condition
Audio-Technica	ebay.com	Brand
M50x	ebay.com	MPN
Does not apply	ebay.com	UPC
sennheiser hd 650	ebay.com	Product Name
New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. See all condition definitions- opens in a new window or tab ... Read moreabout the condition	ebay.com	Condition
Sennheiser	ebay.com	Brand
Does Not Apply	ebay.com	EAN
Black	ebay.com	Color
HD 650	ebay.com	Model
Open Back, Noise Cancellation, Detachable Cable	ebay.com	Features
9969	ebay.com	MPN
1 Year Seller Warranty	ebay.com	Warranty
615104099692	ebay.com	UPC
HD 650	ebay.com	Model
9969	ebay.com	MPN
300 ohms	ebay.com	Impedance
103 dB	ebay.com	Sensitivity
Consumer Headphones, Studio/Live Monitoring Headphones	ebay.com	Compatibility
Open-Back, Circumaural Dynamic Headphones	ebay.com	type
10 Hz-39.5 kHz (-10dB)	ebay.com	Frequency Range
300 Ohms	ebay.com	Impedance
103dB (1 Vrms)	ebay.com	Sensitivity
200 mW	ebay.com	Maximum Input Power
Detachable 1/8" Stereo Mini to 1/4" Adapter 1/8" Stereo Mini Plug	ebay.com	Connectors
10' (3 m), Detachable, Left and Right Side Connection	ebay.com	Cable Length
9.2 oz (260g)	ebay.com	Weight
sennheiser hd 650	ebay.com	Product Name
New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. See all condition definitions- opens in a new window or tab ... Read moreabout the condition	ebay.com	Condition
Sennheiser	ebay.com	Brand
Does Not Apply	ebay.com	EAN
Black	ebay.com	Color
HD 650	ebay.com	Model
Open Back, Noise Cancellation, Detachable Cable	ebay.com	Features
9969	ebay.com	MPN
1 Year Seller Warranty	ebay.com	Warranty
615104099692	ebay.com	UPC
HD 650	ebay.com	Model
9969	ebay.com	MPN
300 ohms	ebay.com	Impedance
103 dB	ebay.com	Sensitivity
Consumer Headphones, Studio/Live Monitoring Headphones	ebay.com	Compatibility
Open-Back, Circumaural Dynamic Headphones	ebay.com	type
10 Hz-39.5 kHz (-10dB)	ebay.com	Frequency Range
300 Ohms	ebay.com	Impedance
103dB (1 Vrms)	ebay.com	Sensitivity
200 mW	ebay.com	Maximum Input Power
Detachable 1/8" Stereo Mini to 1/4" Adapter 1/8" Stereo Mini Plug	ebay.com	Connectors
10' (3 m), Detachable, Left and Right Side Connection	ebay.com	Cable Length
9.2 oz (260g)	ebay.com	Weight
sennheiser hd 650	ebay.com	Product Name
New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. See all condition definitions- opens in a new window or tab ... Read moreabout the condition	ebay.com	Condition
Sennheiser	ebay.com	Brand
Black	ebay.com	Color
HD 650	ebay.com	Model
Open Back, Noise Cancellation, Detachable Cable	ebay.com	Features
9969	ebay.com	MPN
1 Year Seller Warranty	ebay.com	Warranty
615104099692	ebay.com	UPC
HD 650	ebay.com	Model
9969	ebay.com	MPN
Does Not Apply	ebay.com	EAN
300 ohms	ebay.com	Impedance
103 dB	ebay.com	Sensitivity
Consumer Headphones, Studio/Live Monitoring Headphones	ebay.com	Compatibility
Open-Back, Circumaural Dynamic Headphones	ebay.com	type
10 Hz-39.5 kHz (-10dB)	ebay.com	Frequency Range
300 Ohms	ebay.com	Impedance
103dB (1 Vrms)	ebay.com	Sensitivity
200 mW	ebay.com	Maximum Input Power
Detachable 1/8" Stereo Mini to 1/4" Adapter 1/8" Stereo Mini Plug	ebay.com	Connectors
10' (3 m), Detachable, Left and Right Side Connection	ebay.com	Cable Length
9.2 oz (260g)	ebay.com	Weight
sennheiser hd 650	ebay.com	Product Name
New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. See all condition definitions- opens in a new window or tab ... Read moreabout the condition	ebay.com	Condition
Does Not Apply	ebay.com	EAN
Sennheiser	ebay.com	Brand
Black	ebay.com	Color
HD 650	ebay.com	Model
Open Back, Noise Cancellation, Detachable Cable	ebay.com	Features
9969	ebay.com	MPN
1 Year Seller Warranty	ebay.com	Warranty
615104099692	ebay.com	UPC
HD 650	ebay.com	Model
9969	ebay.com	MPN
300 ohms	ebay.com	Impedance
103 dB	ebay.com	Sensitivity
Consumer Headphones, Studio/Live Monitoring Headphones	ebay.com	Compatibility
Open-Back, Circumaural Dynamic Headphones	ebay.com	type
10 Hz-39.5 kHz (-10dB)	ebay.com	Frequency Range
300 Ohms	ebay.com	Impedance
103dB (1 Vrms)	ebay.com	Sensitivity
200 mW	ebay.com	Maximum Input Power
Detachable 1/8" Stereo Mini to 1/4" Adapter 1/8" Stereo Mini Plug	ebay.com	Connectors
10' (3 m), Detachable, Left and Right Side Connection	ebay.com	Cable Length
9.2 oz (260g)	ebay.com	Weight
sennheiser hd 650	ebay.com	Product Name
New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. See all condition definitions- opens in a new window or tab ... Read moreabout the condition	ebay.com	Condition
Does Not Apply	ebay.com	EAN
Sennheiser	ebay.com	Brand
Black	ebay.com	Color
HD 650	ebay.com	Model
Open Back, Noise Cancellation, Detachable Cable	ebay.com	Features
9969	ebay.com	MPN
1 Year Seller Warranty	ebay.com	Warranty
615104099692	ebay.com	UPC
HD 650	ebay.com	Model
9969	ebay.com	MPN
300 ohms	ebay.com	Impedance
103 dB	ebay.com	Sensitivity
Consumer Headphones, Studio/Live Monitoring Headphones	ebay.com	Compatibility
Open-Back, Circumaural Dynamic Headphones	ebay.com	type
10 Hz-39.5 kHz (-10dB)	ebay.com	Frequency Range
300 Ohms	ebay.com	Impedance
103dB (1 Vrms)	ebay.com	Sensitivity
200 mW	ebay.com	Maximum Input Power
Detachable 1/8" Stereo Mini to 1/4" Adapter 1/8" Stereo Mini Plug	ebay.com	Connectors
10' (3 m), Detachable, Left and Right Side Connection	ebay.com	Cable Length
9.2 oz (260g)	ebay.com	Weight
sennheiser hd 650	ebay.com	Product Name
New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. See all condition definitions- opens in a new window or tab ... Read moreabout the condition	ebay.com	Condition
1 Year Seller Warranty	ebay.com	Warranty
Does Not Apply	ebay.com	MPN
Sennheiser	ebay.com	Brand
Does Not Apply	ebay.com	UPC
00615104099692	ebay.com	EAN
Open-Back, Circumaural Dynamic Headphones	ebay.com	Type
10 Hz - 39.5 kHz (-10 dB)	ebay.com	Frequency Range
300 Ohms	ebay.com	Impedance
103dB(1 Vrms)	ebay.com	Sensitivity
200 mW	ebay.com	Maximum_Input_Power
Detachable 1/8" Stereo Mini to 1/4" Adapter 1/8" Stereo Mini Plug	ebay.com	connectors
10' (3 m), Detachable, Left and Right Side Connection	ebay.com	Cable Length
9.2 oz (260 g)	ebay.com	Weight
sennheiser hd 650	ebay.com	Product Name
New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. See all condition definitions- opens in a new window or tab ... Read moreabout the condition	ebay.com	Condition
Does Not Apply	ebay.com	EAN
Sennheiser	ebay.com	Brand
Black	ebay.com	Color
HD 650	ebay.com	Model
Open Back, Noise Cancellation, Detachable Cable	ebay.com	Features
9969	ebay.com	MPN
1 Year Seller Warranty	ebay.com	Warranty
615104099692	ebay.com	UPC
HD 650	ebay.com	Model
9969	ebay.com	MPN
300 ohms	ebay.com	Impedance
103 dB	ebay.com	Sensitivity
Consumer Headphones, Studio/Live Monitoring Headphones	ebay.com	Compatibility
Open-Back, Circumaural Dynamic Headphones	ebay.com	type
10 Hz-39.5 kHz (-10dB)	ebay.com	Frequency Range
300 Ohms	ebay.com	Impedance
103dB (1 Vrms)	ebay.com	Sensitivity
200 mW	ebay.com	Maximum Input Power
Detachable 1/8" Stereo Mini to 1/4" Adapter 1/8" Stereo Mini Plug	ebay.com	Connectors
10' (3 m), Detachable, Left and Right Side Connection	ebay.com	Cable Length
9.2 oz (260g)	ebay.com	Weight
shure se215	ebay.com	Product Name
New: A brand-new, unused, unopened, undamaged item (including handmade items). See the seller's listing for full details.	ebay.com	condition
Brand New	ebay.com	Condition
Shure	ebay.com	Brand
Black	ebay.com	Color
SE215	ebay.com	Model
SE215-K	ebay.com	Manufacturer's part Number
In-Ear only	ebay.com	Fit Design
Noise Isolation, With Volume Control, Detachable Cable	ebay.com	Features
non-compliant	ebay.com	Noise canceling
non-compliant	ebay.com	Surround
shure se215	ebay.com	Product Name
New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. See all condition definitions- opens in a new window or tab ... Read moreabout the condition	ebay.com	Condition
Shure	ebay.com	Brand
Double	ebay.com	Earpiece
Universal	ebay.com	Compatible Brand
Earbud (In Ear)	ebay.com	Earpiece Design
SE215	ebay.com	Model
In-Ear only	ebay.com	Fit Design
3.5mm Jack	ebay.com	Connector(s)
SE215	ebay.com	mpn
Dynamic MicroDriver	ebay.com	Speaker type
107 dB SPL/mW	ebay.com	Sensitivity (1kHz)
20 O	ebay.com	Impedance
22 Hz - 17.5 kHz	ebay.com	Frequency range
162 cm	ebay.com	Cable length
Clear, translucent black	ebay.com	Color
shure se215	ebay.com	Product Name
New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. See all condition definitions- opens in a new window or tab ... Read moreabout the condition	ebay.com	Condition
Shure	ebay.com	Brand
SE215-CL	ebay.com	MPN
042406196956	ebay.com	UPC
shure se215	ebay.com	Product Name
New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. See all condition definitions- opens in a new window or tab ... Read moreabout the condition	ebay.com	Condition
Shure	ebay.com	Brand
SE215-K	ebay.com	MPN
Does not apply	ebay.com	UPC
shure se425	ebay.com	Product Name
New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. See all condition definitions- opens in a new window or tab ... Read moreabout the condition	ebay.com	Condition
Shure	ebay.com	Brand
Double	ebay.com	Earpiece
Universal	ebay.com	Compatible Brand
Earbud (In Ear)	ebay.com	Earpiece Design
SE425	ebay.com	Model
In-Ear only	ebay.com	Fit Design
3.5mm Jack	ebay.com	Connector(s)
SE425	ebay.com	MPN
Dual High-Definition MicroDrivers	ebay.com	Speaker Type
109 dB SPL/mW	ebay.com	Sensitivity(1 kHz)
22 O	ebay.com	Impedance
20 Hz - 19 kHz	ebay.com	Frequency range
162 cm	ebay.com	Cable length
Clear, metallic silver	ebay.com	Color
shure se425	ebay.com	Product Name
New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. See all condition definitions- opens in a new window or tab ... Read moreabout the condition	ebay.com	Condition
Shure	ebay.com	Brand
SE425-CL	ebay.com	MPN
Does not apply	ebay.com	UPC
Dual High-Definition MicroDrivers	ebay.com	headphones_technology
Detachable cables with formable wire	ebay.com	cables_included
Available in clear and metallic silver	ebay.com	color
sennheiser hd 650	ebay.com	Product Name
